#####################################################################
# Alchemist log file - simulation started at: 2020-02-21T10:00+0000 #
#####################################################################
# seed = 16.0, speed = 10, meanNeighbors = 7, nodeCount = 10
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 10.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 10.0 0.6666666666666667 6.7 6.5 7.5 5.0 0.8713548411865624 
1.0 10.0 2.55 6.416666666666667 3.8666666666666667 7.333333333333333 0.33333333333333304 2.3121391944087164 
1.5 10.0 4.4 6.8 2.4 4.0 0.5 1.4427340300559495 
2.0 10.0 6.433333333333334 6.8 0.3666666666666667 1.0 0.0 0.38329307357022974 
2.5 10.0 6.6499999999999995 6.7 0.1166666666666667 0.666666666666667 0.0 0.22291558497487649 
3.0 10.0 6.725 6.7 0.07499999999999998 0.5 0.0 0.15932922666333318 
3.5 10.0 6.741666666666666 6.566666666666666 0.1916666666666666 0.666666666666667 0.0 0.26072666733905153 
4.0 10.0 6.7 6.433333333333334 0.2666666666666666 0.666666666666667 0.0 0.2854496128592251 
4.5 10.0 6.6 6.433333333333334 0.16666666666666657 0.666666666666667 0.0 0.2721655269759087 
5.0 10.0 6.5 6.566666666666666 0.06666666666666668 0.5 0.0 0.1610152971798827 
5.5 10.0 6.5 6.7 0.2000000000000001 0.666666666666667 0.0 0.25819888974716115 
6.0 10.0 6.55 6.7 0.15000000000000008 0.666666666666667 0.0 0.24152294576982403 
6.5 10.0 6.666666666666667 6.7 0.033333333333333395 0.16666666666666696 0.0 0.07027283689263078 
7.0 10.0 6.7 6.7 0.0 0.0 0.0 0.0 
7.5 10.0 6.7 6.7 0.0 0.0 0.0 0.0 
8.0 10.0 6.7 6.7 0.0 0.0 0.0 0.0 
8.5 10.0 6.7 6.566666666666666 0.13333333333333322 0.6666666666666661 0.0 0.24595492912420713 
9.0 10.0 6.633333333333334 6.2 0.4333333333333334 1.666666666666667 0.0 0.5103859590158157 
9.5 10.0 6.466666666666667 6.2 0.2666666666666667 0.666666666666667 0.0 0.285449612859225 
10.0 10.0 6.283333333333333 6.033333333333333 0.25 1.0 0.0 0.3263150034575203 
10.5 10.0 6.233333333333333 6.033333333333333 0.20000000000000004 1.0 0.0 0.3220305943597653 
11.0 10.0 6.133333333333333 5.783333333333333 0.35000000000000003 1.25 0.0 0.4227336084388177 
11.5 10.0 6.2 5.95 0.33333333333333337 1.25 0.0 0.40061680838488767 
12.0 10.0 6.058333333333334 6.1 0.20833333333333331 0.5 0.0 0.17677669529663692 
12.5 10.0 6.025 6.1 0.10833333333333332 0.5 0.0 0.15239851915939118 
13.0 10.0 6.1499999999999995 6.2 0.05000000000000001 0.5 0.0 0.15811388300841897 
13.5 10.0 6.1499999999999995 6.2 0.05000000000000001 0.5 0.0 0.15811388300841897 
14.0 10.0 6.2 6.3 0.1 0.5 0.0 0.21081851067789198 
14.5 10.0 6.2 6.3 0.1 0.5 0.0 0.21081851067789198 
15.0 10.0 6.3 6.0 0.29999999999999993 1.0 0.0 0.4142522640512721 
15.5 10.0 6.216666666666667 6.0 0.21666666666666662 1.0 0.0 0.37720544881706564 
16.0 10.0 6.133333333333333 6.0 0.1333333333333333 1.0 0.0 0.31229931827900437 
16.5 10.0 6.033333333333333 6.0 0.033333333333333305 0.16666666666666696 0.0 0.0702728368926306 
17.0 10.0 6.016666666666667 6.0 0.016666666666666698 0.16666666666666696 0.0 0.05270462766947309 
17.5 10.0 6.0 5.866666666666667 0.13333333333333322 0.6666666666666661 0.0 0.24595492912420716 
18.0 10.0 6.0 5.866666666666667 0.13333333333333322 0.6666666666666661 0.0 0.24595492912420716 
18.5 10.0 5.933333333333334 5.866666666666667 0.06666666666666661 0.5 0.0 0.16101529717988264 
19.0 10.0 5.866666666666667 5.866666666666667 0.0 0.0 0.0 0.0 
19.5 10.0 5.866666666666667 5.866666666666667 0.0 0.0 0.0 0.0 
20.0 10.0 5.866666666666667 5.733333333333333 0.1333333333333334 0.666666666666667 0.0 0.24595492912420736 
20.5 10.0 5.816666666666666 5.733333333333333 0.0833333333333334 0.666666666666667 0.0 0.21154925294066423 
21.0 10.0 5.8 4.366666666666667 1.4333333333333331 4.166666666666667 0.583333333333333 1.1492079935093036 
21.5 10.0 5.733333333333333 4.133333333333334 1.5999999999999999 4.166666666666667 0.833333333333333 1.0524809021463126 
