#####################################################################
# Alchemist log file - simulation started at: 2020-03-22T14:54+0000 #
#####################################################################
# seed = 78.0, diameter = 15
#
# The columns have the following meaning: 
# time error-central[Sum] error-extreme[Sum] error-random[Sum] error-pageRank[Sum] error-harmonic[Sum] error-closeness[Sum] error-degree[Sum] 
0.0 NaN NaN NaN NaN NaN NaN NaN 
1.0007687884917456 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0007687884917456 7.252048720303458 6.026104236114874 4.347920309198579 5.059391010778892 16.27010679951452 4.981799570912485 5.259941413185572 
3.0007687884917456 1.9944852281338676 1.8296201543953723 0.7230350159287919 2.463842075216456 19.778280937880947 5.290081605198832 5.081502739183602 
4.0007687884917456 3.848135033687793 2.7539922028975 2.795239733710995 1.5203391879897254 6.511171395377655 2.9273330417394616 1.8462188701549316 
5.0007687884917456 2.9944852281338674 1.3781718658152498 3.4213926116341726 1.5203391879897254 4.303159513082159 1.9273330417394616 2.924347516755857 
6.0007687884917456 2.4151994164198043 1.3781718658152498 1.674176464475571 1.520339187989726 3.501968302968871 1.820121114000643 2.540995711840274 
7.0007687884917456 2.415199416419804 1.4278274611856183 1.674176464475571 1.6903607514218821 4.565918428357383 2.523181851250732 5.894452611986899 
8.000768788491746 2.415199416419804 1.7997345180278135 1.674176464475571 7.259440964566579 4.909626128581863 2.2808657883124352 2.8074595980295785 
9.000768788491746 2.4151994164198047 1.7997345180278135 1.6741764644755701 2.62237062316178 2.7428040309350434 2.280865788312436 2.8074595980295785 
10.000768788491746 9.881413434161432 1.7997345180278135 4.785645058977773 2.0435695559322795 7.6252603332049365 2.280865788312436 2.8074595980295785 
11.000768788491746 10.924816852170327 1.7997345180278135 3.292025447349552 2.0485108721308123 2.6097940383090137 9.970024308201998 9.627408254005946 
12.000768788491746 11.865628871605757 1.7997345180278135 10.947905566765474 2.9062589734592947 2.4321722429095534 10.800397659711217 2.9943196125520544 
13.000768788491746 3.6858745259000916 2.1341545175817966 2.6188229613309524 12.319098141740694 3.0252339384380473 11.953968037520267 2.9943196125520544 
14.000768788491746 3.6858745259000916 2.1341545175817966 12.981183967239113 3.1355022837184325 2.8406775507512823 2.931403460103221 2.9943196125520544 
15.000768788491746 3.6858745259000916 2.1341545175817966 2.6188229613309524 3.1355022837184325 10.909626128581863 2.868517896626349 2.9943196125520544 
16.000768788491747 3.6858745259000916 2.1341545175817966 3.1499884427794473 3.1355022837184325 12.243872515290342 2.888565379726309 2.9943196125520544 
17.000768788491747 3.6858745259000916 2.134154517581795 3.1499884427794473 3.3992759187543005 3.822449780388107 3.3073104426164335 2.9943196125520544 
18.000768788491747 3.6858745259000916 2.134154517581795 16.83974024058326 3.3992759187543005 15.173458080733198 3.3463456479266434 3.6883299680426482 
19.000768788491747 3.6858745259000916 2.134154517581795 3.1499884427794473 3.3992759187543005 3.822449780388107 3.3463456479266434 3.6883299680426482 
20.000768788491747 3.993532104273271 2.6282862999895933 3.1499884427794473 3.7496868395267384 3.28596564543896 3.3463456479266434 3.730812726762373 
21.000768788491747 3.993532104273271 2.6282862999895933 3.149988442779449 3.7496868395267384 3.9070031574406627 3.3463456479266434 4.7460022437088725 
22.000768788491747 3.993532104273271 2.6282862999895933 3.149988442779449 3.9465143332153545 3.9070031574406627 4.169999860143449 20.63756214057205 
23.000768788491747 22.818298423954573 2.7800936168332093 3.149988442779449 3.9465143332153545 3.9070031574406627 4.169999860143449 4.7460022437088725 
24.000768788491747 4.265874986504276 22.920117399196524 3.149988442779449 3.9465143332153545 3.9070031574406627 4.169999860143449 22.558215079398877 
25.000768788491747 4.265874986504276 3.507203139794033 3.1619845758348717 4.536656773027062 3.9070031574406627 4.169999860143449 4.7460022437088725 
26.000768788491747 5.050217909701768 24.982025227086506 3.1619845758348717 3.967415576102951 4.04753535550746 4.169999860143449 4.7460022437088725 
27.000768788491747 5.050217909701768 3.801499560309349 3.1619845758348717 3.967415576102951 4.489626589186045 4.169999860143449 4.7460022437088725 
28.000768788491747 5.050217909701768 3.801499560309349 3.1619845758348717 3.967415576102951 4.489626589186045 4.663016805438453 4.7460022437088725 
29.000768788491747 5.050217909701768 3.801499560309349 3.1619845758348717 3.9827817580874374 4.489626589186045 4.663016805438453 4.7460022437088725 
30.000768788491747 5.050217909701768 3.801499560309349 3.1619845758348717 3.9827817580874374 4.489626589186045 4.663016805438453 4.7460022437088725 
