#####################################################################
# Alchemist log file - simulation started at: 2020-03-21T21:53+0000 #
#####################################################################
# seed = 48.0, diameter = 1000
#
# The columns have the following meaning: 
# time error-central[Sum] error-extreme[Sum] error-random[Sum] error-pageRank[Sum] error-harmonic[Sum] error-closeness[Sum] error-degree[Sum] 
0.0 NaN NaN NaN NaN NaN NaN NaN 
1.000781838923525 0.0 0.0 0.0 0.0 0.0 0.98224852053365 0.0 
2.0007818389235252 130.33354138976338 0.030433050233349856 140.36920039017366 5.29419292697434 0.0 129.96758938992974 45.040568996673954 
3.0007818389235252 123.13593612796072 0.2958027399586538 128.02097561937006 60.087532517017365 0.0 139.04612792398805 120.32051642530294 
4.000781838923525 131.36501050021204 0.9933496808734317 150.13336630763135 33.90935966203586 3.7008930538329134 147.1425339457 125.25395394629106 
5.000781838923525 138.4114023922675 1.853482853767086 154.87880782715968 48.297423241843354 10.371843189636746 150.6719180778691 124.00884804043315 
6.000781838923525 150.6460229349046 2.09064478080802 157.71053108222304 41.01793147206704 22.93434087333845 141.830161583327 134.37445997551853 
7.000781838923525 168.86663091086893 2.4835051074037997 156.7508401263388 4.088985673189519 38.65601405505458 147.18495341985837 169.47449706405092 
8.000781838923526 187.32917807987596 2.894617381365115 172.77767591395857 7.102985986604949 51.95473025656021 164.70838282393368 175.08498283892416 
9.000781838923526 181.82076737923683 3.5494053919449167 170.34540398813894 8.096228820040208 74.89846844524784 157.14629604964924 178.6612911335236 
10.000781838923526 172.354087186999 3.91340174686591 165.3088449661171 4.741340763088517 99.40435587949135 200.9219316081767 168.77665450472452 
11.000781838923526 169.66414723841996 4.387722044454521 170.80200286169313 6.063660124298584 113.02170577933944 197.98645486839402 169.10977205083887 
12.000781838923526 167.44254422660003 4.89873972450895 145.89087444984617 8.547540632877894 128.20604649069188 176.18570727161156 152.31092502776815 
13.000781838923526 159.9078690959753 5.352468702383222 166.26044958018062 9.30583999314503 143.06137432949876 159.81137747829234 159.45418847086702 
14.000781838923526 161.53281359347588 5.823777316192579 152.61970168976322 38.79997639196217 145.68178908166897 167.26309119497785 159.61857519250418 
15.000781838923526 160.78979864838075 6.452620023135783 142.5351277010924 71.27138368832722 141.90981518303474 146.40182357518273 170.73565338949953 
16.000781838923526 178.68753630340262 6.566663681083321 132.1355476951782 4.763565388960464 158.05697203563426 167.04015392834592 191.75413757264516 
17.000781838923526 176.9800500416862 6.808855562554417 143.40573319209707 4.987785454593759 136.41963826842897 160.25758886698597 199.23744641196075 
18.000781838923526 165.26957307547818 7.177082354279875 152.68409039477376 5.398897728555074 135.1363254316265 144.50330384595415 193.06517768461504 
19.000781838923526 148.45386403850858 7.2871175753491 123.39878270988946 5.698240430011758 160.74955660187567 178.95352993181086 155.24671737221598 
20.000781838923526 142.03487024669963 8.102626422784558 139.82209007581025 6.353028440591562 150.70356524964433 174.55904694913355 149.6016721968274 
21.000781838923526 144.0615385324817 8.875475379174329 152.00616501219992 7.631055270114938 157.96078108788376 193.1544629610229 170.44811920100025 
22.000781838923526 171.4013969786445 8.949218456146825 131.30580615713617 14.419002141606448 151.71166328944105 191.91062642753178 173.30482642376836 
23.000781838923526 145.80291414422243 9.409547077613748 139.56313006748627 39.195186553142975 139.53644461944847 192.25580964450796 192.9426229177798 
24.000781838923526 147.79707637730274 10.29314582569047 163.08334785989211 66.1216875616399 155.10632905133704 185.93200118450443 174.0801795295646 
25.000781838923526 141.19599872751544 10.885434046150685 165.3723736425107 124.24155485218682 147.93936652989987 154.1864348204436 175.6992733249762 
26.000781838923526 121.32212709389003 11.044565499008701 134.81719079923766 119.4219207674205 153.80575413366213 177.24150447108934 153.11268614956435 
27.000781838923526 97.2361544243027 11.681518984234796 147.0299498779269 127.77588618200744 149.7584872109428 149.3983432283922 142.54702401596882 
28.000781838923526 97.71325686763609 11.755477403723093 149.44795922309635 157.47257580956023 150.60635486007283 151.3417392445824 139.1088743028174 
29.000781838923526 87.98509557701287 12.054657899461066 152.56848004410307 174.55416903122455 157.36654883045745 128.20759339116228 138.37818229677038 
