#####################################################################
# Alchemist log file - simulation started at: 2020-09-16T09:31+0000 #
#####################################################################
# seed = 31.0, nodeCount = 800, grain = 3, deploymentType = RandomEuclidean
#
# The columns have the following meaning: 
# time leader-random[CountDistinct] HopCountClusterClosestNeighborDistance[leader-random] HopCountClusterIntraDistance[leader-random] leader-pageRank[CountDistinct] HopCountClusterClosestNeighborDistance[leader-pageRank] HopCountClusterIntraDistance[leader-pageRank] leader-harmonic[CountDistinct] HopCountClusterClosestNeighborDistance[leader-harmonic] HopCountClusterIntraDistance[leader-harmonic] leader-closeness[CountDistinct] HopCountClusterClosestNeighborDistance[leader-closeness] HopCountClusterIntraDistance[leader-closeness] leader-degree[CountDistinct] HopCountClusterClosestNeighborDistance[leader-degree] HopCountClusterIntraDistance[leader-degree] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.001304868216485 105.0 2.6666666666666665 0.6964151268228049 386.0 3.4545454545454546 0.3146538355820468 555.0 3.1794871794871793 0.17039182039182035 41.0 2.6666666666666665 1.0919041397699274 398.0 3.3555555555555556 0.3007944379373897 
2.0013048682164847 38.0 NaN NaN 50.0 NaN NaN 267.0 2.6 NaN 62.0 3.0 NaN 70.0 NaN NaN 
3.0013048682164847 63.0 3.466666666666667 NaN 99.0 NaN NaN 139.0 NaN NaN 104.0 2.4 0.2605522752141247 48.0 NaN NaN 
4.001304868216485 46.0 5.0 NaN 189.0 2.6666666666666665 0.14433529035985798 154.0 3.0 NaN 27.0 NaN 1.2126819258198387 74.0 NaN 0.30620550638575145 
5.001304868216485 33.0 3.0 1.0242676734452547 36.0 NaN 1.1304903992027124 147.0 3.0 NaN 25.0 NaN 1.2773051755375997 38.0 NaN NaN 
6.001304868216485 29.0 3.0 1.1662694884733782 28.0 NaN NaN 133.0 4.4 NaN 24.0 NaN 1.2703410393331478 27.0 NaN NaN 
7.001304868216485 27.0 NaN NaN 39.0 NaN 0.6980586528315573 161.0 4.6 NaN 24.0 NaN 1.2703410393331478 25.0 NaN NaN 
8.001304868216485 27.0 NaN 1.2082153765084434 27.0 NaN 1.087525049974801 107.0 3.4 NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
9.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 73.0 4.0 NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
10.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 90.0 3.6666666666666665 NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
11.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 78.0 NaN NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
12.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 53.0 NaN NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
13.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 52.0 NaN NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
14.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 46.0 3.0 NaN 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
15.001304868216485 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
16.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
17.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
18.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
19.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
20.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
21.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
22.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
23.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
24.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
25.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
26.001304868216486 26.0 NaN 1.2739159679126144 24.0 NaN 1.231567533073503 28.0 NaN 1.3104407029954355 24.0 NaN 1.2703410393331478 24.0 NaN 1.0610195513509155 
