#####################################################################
# Alchemist log file - simulation started at: 2020-09-16T10:21+0000 #
#####################################################################
# seed = 36.0, nodeCount = 800, grain = 7, deploymentType = Lobster
#
# The columns have the following meaning: 
# time leader-random[CountDistinct] HopCountClusterClosestNeighborDistance[leader-random] HopCountClusterIntraDistance[leader-random] leader-pageRank[CountDistinct] HopCountClusterClosestNeighborDistance[leader-pageRank] HopCountClusterIntraDistance[leader-pageRank] leader-harmonic[CountDistinct] HopCountClusterClosestNeighborDistance[leader-harmonic] HopCountClusterIntraDistance[leader-harmonic] leader-closeness[CountDistinct] HopCountClusterClosestNeighborDistance[leader-closeness] HopCountClusterIntraDistance[leader-closeness] leader-degree[CountDistinct] HopCountClusterClosestNeighborDistance[leader-degree] HopCountClusterIntraDistance[leader-degree] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1.000074644692362 492.0 3.8222222222222224 0.19277487417731323 616.0 3.419047619047619 0.07514494434137292 678.0 3.486166007905138 0.049824413541227706 372.0 3.5 0.3448589023422991 614.0 3.305263157894737 0.07802272374747944 
2.0000746446923623 89.0 3.3333333333333335 NaN 134.0 3.5934065934065935 NaN 132.0 3.3583333333333334 0.8735042789903228 88.0 NaN 0.378480441262907 126.0 3.208791208791209 NaN 
3.0000746446923623 57.0 NaN NaN 84.0 3.5555555555555554 NaN 49.0 3.2888888888888888 NaN 85.0 NaN NaN 57.0 3.2666666666666666 NaN 
4.000074644692362 80.0 NaN NaN 52.0 3.6666666666666665 NaN 23.0 3.0714285714285716 NaN 198.0 3.4 0.08908140101624144 18.0 4.0 NaN 
5.000074644692362 217.0 NaN NaN 71.0 3.933333333333333 NaN 25.0 3.0714285714285716 NaN 413.0 3.4705882352941178 0.0594520280306402 98.0 5.0 NaN 
6.000074644692362 226.0 NaN 0.12379922944666917 87.0 3.6666666666666665 NaN 45.0 2.8 NaN 286.0 3.1333333333333333 0.14767747651652136 165.0 4.666666666666667 0.08078234342031312 
7.000074644692362 153.0 NaN 0.31676274543835253 57.0 3.6666666666666665 NaN 178.0 2.8 NaN 153.0 3.2 NaN 177.0 4.666666666666667 0.09358644604557034 
8.000074644692361 137.0 NaN 0.34822165488127443 59.0 3.6666666666666665 0.6527769104669657 202.0 4.0 NaN 136.0 3.6666666666666665 0.24974969587445195 158.0 4.666666666666667 0.1298254430233228 
9.000074644692361 137.0 NaN 0.34822165488127443 37.0 3.6666666666666665 0.9791804680148235 157.0 3.0 NaN 136.0 3.6666666666666665 0.24974969587445195 141.0 4.666666666666667 0.16768349204707364 
10.000074644692361 137.0 NaN 0.34822165488127443 43.0 3.8 0.8496224705527028 141.0 3.0 NaN 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
11.000074644692361 137.0 NaN 0.34822165488127443 72.0 3.7333333333333334 0.5236171236171234 73.0 NaN NaN 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
12.000074644692361 137.0 NaN 0.34822165488127443 99.0 3.8 0.3847477662629176 58.0 NaN NaN 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
13.000074644692361 137.0 NaN 0.34822165488127443 90.0 3.8 NaN 59.0 NaN NaN 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
14.000074644692361 137.0 NaN 0.34822165488127443 66.0 3.8 NaN 67.0 NaN NaN 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
15.000074644692361 137.0 NaN 0.34822165488127443 89.0 3.8 NaN 68.0 NaN 0.28597750503710256 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
16.00007464469236 137.0 NaN 0.34822165488127443 102.0 3.8 NaN 60.0 NaN 0.33410783904204966 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
17.00007464469236 137.0 NaN 0.34822165488127443 91.0 3.8 NaN 59.0 NaN NaN 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
18.00007464469236 137.0 NaN 0.34822165488127443 111.0 4.0 NaN 58.0 NaN 0.3298960403883272 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
19.00007464469236 137.0 NaN 0.34822165488127443 128.0 5.0 0.1594401498844641 58.0 NaN 0.3298960403883272 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
20.00007464469236 137.0 NaN 0.34822165488127443 129.0 5.0 0.1655629880555668 58.0 NaN 0.3298960403883272 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
21.00007464469236 137.0 NaN 0.34822165488127443 162.0 4.666666666666667 0.13859792317534694 58.0 NaN 0.3298960403883272 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
22.00007464469236 137.0 NaN 0.34822165488127443 168.0 4.666666666666667 0.14118295577547157 58.0 NaN 0.3298960403883272 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
23.00007464469236 137.0 NaN 0.34822165488127443 137.0 4.666666666666667 0.2040297073256391 58.0 NaN 0.3298960403883272 136.0 3.6666666666666665 0.24974969587445195 131.0 4.666666666666667 0.18466405668898037 
