#####################################################################
# Alchemist log file - simulation started at: 2020-03-23T00:36+0000 #
#####################################################################
# seed = 91.0, diameter = 500
#
# The columns have the following meaning: 
# time error-central[Sum] error-extreme[Sum] error-random[Sum] error-pageRank[Sum] error-harmonic[Sum] error-closeness[Sum] error-degree[Sum] 
0.0 NaN NaN NaN NaN NaN NaN NaN 
1.0012247264330687 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.001224726433069 68.86994936103602 0.9899975620207946 65.00246613417852 22.32350631308308 39.01381928248034 48.5036934916546 40.830438059653424 
3.001224726433069 55.27230545969236 1.4029748299090454 50.54125937860365 50.560710757243 135.61224211161218 48.9613255903459 72.09745096069551 
4.001224726433069 49.80450448869824 1.274207244310743 58.643231367178224 49.41284839346324 132.2788019259005 51.564832604313104 56.675181085940444 
5.001224726433069 56.914883208412476 1.4029748299090454 47.40413480605242 51.192583638730575 135.02756302760642 42.98744841396663 47.73792622354498 
6.001224726433069 54.842529553164105 1.4029748299090454 46.39807474319143 54.01200714733834 106.41291735222168 44.84714069181262 54.86632736888406 
7.001224726433069 44.381318995758484 2.118285821182757 53.77847173844105 56.37379108854051 92.41355293760456 42.57073907974611 56.92496163231239 
8.001224726433069 51.1418669310108 2.4925149753840383 32.79290209448337 54.23966496938595 83.52829393796625 42.010356167660866 44.014231754260074 
9.001224726433069 46.53303120875746 2.4925149753840383 29.80800034054643 45.45126985004329 72.70034487256464 40.003089317408396 51.93366707171413 
10.001224726433069 47.15554450244273 8.806680143710834 45.34271812456596 47.94583818881763 66.03740350976332 43.169676440386795 41.371683250867974 
11.001224726433069 61.73583156308783 4.228399359206998 33.72001206958562 55.293340289651 65.2191092890402 53.86330746004097 50.44138564391317 
12.001224726433069 58.40555109813844 4.228399359206998 34.579907779946275 56.573880423940494 41.60037712154033 42.29130279082044 64.66737171540939 
13.001224726433069 50.66540723320796 4.799284835130495 41.21822980672342 43.422540932330236 45.94635884945268 47.4994719648991 59.43926998271536 
14.001224726433069 30.867026450103033 4.228399359206998 27.784745678142293 39.42593258004628 58.48156328720766 47.8872454779234 50.116169348597 
15.001224726433069 35.530127187988924 4.799284835130495 28.066452892634427 36.994640806445986 46.50923732654325 61.02956888538874 42.58575840021331 
16.00122472643307 52.660840536703645 4.799284835130495 30.35683562047931 30.863089194124356 39.72387010799385 44.11999079396159 34.07035021899314 
17.00122472643307 36.4973459194446 5.247274480260419 39.221368468079895 33.810836016832354 51.98548630442846 59.64150863810916 51.50170743680668 
18.00122472643307 52.185899405959404 5.675794054787925 33.60194196272846 31.7676577264008 40.060472714550706 48.724769133114584 36.658792810403256 
19.00122472643307 46.86428056562117 6.3218367351224 64.29263462301942 47.03692554275361 45.73445269543501 56.049501935320166 47.73248065280727 
20.00122472643307 42.803609723481344 6.3218367351224 50.52602288082093 47.24201645102671 46.16886876751545 47.22851504892919 36.2375734727308 
21.00122472643307 34.65682692974754 19.56822715582694 40.540123266977105 48.91745255966107 33.696450628278896 58.70898696787128 34.838938457015544 
